tender/id;tender/title;tender/description;tender/status;tender/procuringEntity/id;tender/value/currency;tender/value/amount;tender/procuringEntity/name;tender/procurementMethod;tender/procurementMethodDetails;tender/mainProcurementCategory;tender/additionalProcurementCategories;tender/tenderPeriod/startDate;tender/tenderPeriod/endDate;tender/tenderPeriod/durationInDays;tender/enquiryPeriod/startDate;tender/enquiryPeriod/endDate;tender/enquiryPeriod/durationInDays;tender/techniques/hasFrameworkAgreement;tender/competitive;language;tender/items/0/id;tender/items/0/description;tender/items/0/quantity;tender/items/0/unit/name;tender/items/0/unit/value/amount;tender/items/0/unit/value/currency;Total
416-0431-CME23;ANTI-GLOBULINA HUMANA (COOMBS), ETC.- CONTRATACION MENOR 38071. ABASTECIMIENTO 12 MESES; Otros no especificados precedentemente-;active;CABA-UE-416 ;ARS;74000;HTAL. CARLOS G. DURAND;direct;CONTRATACION MENOR;works;Salud;2023-02-24T15:00:00-03:00;2023-03-03T13:00:00-03:00;7;2023-02-24T14:30:00-03:00;2023-03-06T13:00:00-03:00;9;FALSO;FALSO;es;33.07.003.0509.64-0;SUERO HEMOTIPIFICADOR ANTI - Fyb (DUFFY b) Para Test de Coombs Indirecto. Aprobado por ANMAT.   Modelo: Origen: humano Variedad: Anti -Fyb (DUFFY b), de origen humano ;2;UNIDAD;37000;ARS;74000
416-0431-CME23;ANTI-GLOBULINA HUMANA (COOMBS), ETC.- CONTRATACION MENOR 38071. ABASTECIMIENTO 12 MESES; Otros no especificados precedentemente-;active;CABA-UE-416 ;ARS;15000;HTAL. CARLOS G. DURAND;direct;CONTRATACION MENOR;works;Salud;2023-02-24T15:00:00-03:00;2023-03-03T13:00:00-03:00;7;2023-02-24T14:30:00-03:00;2023-03-06T13:00:00-03:00;9;FALSO;FALSO;es;33.07.003.0509.75-0;SUERO HEMOTIPIFICADOR ANTI - Jka (KIDD a) Que responda a estandares internacionales. Aprobado por ANMAT. Modelo: Monoclonal Variedad: Anti - Jka (KIDD a), monoclonal ;1;UNIDAD;15000;ARS;15000
416-0431-CME23;ANTI-GLOBULINA HUMANA (COOMBS), ETC.- CONTRATACION MENOR 38071. ABASTECIMIENTO 12 MESES; Otros no especificados precedentemente-;active;CABA-UE-416 ;ARS;15000;HTAL. CARLOS G. DURAND;direct;CONTRATACION MENOR;works;Salud;2023-02-24T15:00:00-03:00;2023-03-03T13:00:00-03:00;7;2023-02-24T14:30:00-03:00;2023-03-06T13:00:00-03:00;9;FALSO;FALSO;es;33.07.003.0509.81-0;SUERO HEMOTIPIFICADOR ANTI - Jkb (KIDD b) Que responda a estandares internacionales. Para Test de Coombs Indirecto. Aprobado por ANMAT. Modelo: Origen: humano Variedad: Anti - Jkb (KIDD b), de origen humano ;1;UNIDAD;15000;ARS;15000
416-0431-CME23;ANTI-GLOBULINA HUMANA (COOMBS), ETC.- CONTRATACION MENOR 38071. ABASTECIMIENTO 12 MESES; Otros no especificados precedentemente-;active;CABA-UE-416 ;ARS;17280;HTAL. CARLOS G. DURAND;direct;CONTRATACION MENOR;works;Salud;2023-02-24T15:00:00-03:00;2023-03-03T13:00:00-03:00;7;2023-02-24T14:30:00-03:00;2023-03-06T13:00:00-03:00;9;FALSO;FALSO;es;33.07.003.0175.6-0;ANTI - IgG Para diagnóstico inmunohematológico, específico anti-cadena pesada. Que responda a estandares internacionales. Aprobado por ANMAT.   Modelo: Monoespecífico (Monoclonal) ;2;Unidad;8640;ARS;17280
416-0431-CME23;ANTI-GLOBULINA HUMANA (COOMBS), ETC.- CONTRATACION MENOR 38071. ABASTECIMIENTO 12 MESES; Otros no especificados precedentemente-;active;CABA-UE-416 ;ARS;48000;HTAL. CARLOS G. DURAND;direct;CONTRATACION MENOR;works;Salud;2023-02-24T15:00:00-03:00;2023-03-03T13:00:00-03:00;7;2023-02-24T14:30:00-03:00;2023-03-06T13:00:00-03:00;9;FALSO;FALSO;es;33.07.003.0509.94-0;SUERO HEMOTIPIFICADOR ANTI - K (KELLl) Que responda a estandares internacionales. Aprobado por ANMAT. Modelo: Monoclonal Variedad: Anti - K (Kelli), monoclonal ;4;UNIDAD;12000;ARS;48000
416-0431-CME23;ANTI-GLOBULINA HUMANA (COOMBS), ETC.- CONTRATACION MENOR 38071. ABASTECIMIENTO 12 MESES; Otros no especificados precedentemente-;active;CABA-UE-416 ;ARS;249000;HTAL. CARLOS G. DURAND;direct;CONTRATACION MENOR;works;Salud;2023-02-24T15:00:00-03:00;2023-03-03T13:00:00-03:00;7;2023-02-24T14:30:00-03:00;2023-03-06T13:00:00-03:00;9;FALSO;FALSO;es;33.07.003.0509.99-0;SUERO HEMOTIPIFICADOR ANTI - Lea (LEWIS a) Para uso en tubo. Que responda a estandares internacionales. Aprobado por ANMAT.   Modelo: Monoclonal Variedad: Anti - lea (Lewis a)monoclonal ;1;UNIDAD;249000;ARS;249000
416-0431-CME23;ANTI-GLOBULINA HUMANA (COOMBS), ETC.- CONTRATACION MENOR 38071. ABASTECIMIENTO 12 MESES; Otros no especificados precedentemente-;active;CABA-UE-416 ;ARS;172000;HTAL. CARLOS G. DURAND;direct;CONTRATACION MENOR;works;Salud;2023-02-24T15:00:00-03:00;2023-03-03T13:00:00-03:00;7;2023-02-24T14:30:00-03:00;2023-03-06T13:00:00-03:00;9;FALSO;FALSO;es;33.07.003.0509.104-0;SUERO HEMOTIPIFICADOR ANTI - Leb (LEWIS b) Para uso en tubo. Que responda a estandares internacionales. Aprobado por ANMAT.   Modelo: Monoclonal Variedad: Anti - leb (Lewis b), monoclonal ;1;UNIDAD;172000;ARS;172000
416-0431-CME23;ANTI-GLOBULINA HUMANA (COOMBS), ETC.- CONTRATACION MENOR 38071. ABASTECIMIENTO 12 MESES; Otros no especificados precedentemente-;active;CABA-UE-416 ;ARS;15000;HTAL. CARLOS G. DURAND;direct;CONTRATACION MENOR;works;Salud;2023-02-24T15:00:00-03:00;2023-03-03T13:00:00-03:00;7;2023-02-24T14:30:00-03:00;2023-03-06T13:00:00-03:00;9;FALSO;FALSO;es;33.07.003.0509.118-0;SUERO HEMOTIPIFICADOR ANTI - M Para uso en tubo y lámina. Que responda a estandares internacionales. Aprobado por ANMAT.. Modelo: Monoclonal Variedad: Anti - M Monoclonal  ;1;UNIDAD;15000;ARS;15000
416-0431-CME23;ANTI-GLOBULINA HUMANA (COOMBS), ETC.- CONTRATACION MENOR 38071. ABASTECIMIENTO 12 MESES; Otros no especificados precedentemente-;active;CABA-UE-416 ;ARS;21000;HTAL. CARLOS G. DURAND;direct;CONTRATACION MENOR;works;Salud;2023-02-24T15:00:00-03:00;2023-03-03T13:00:00-03:00;7;2023-02-24T14:30:00-03:00;2023-03-06T13:00:00-03:00;9;FALSO;FALSO;es;33.07.003.0509.124-0;SUERO HEMOTIPIFICADOR ANTI - N Para uso en tubo y lámina. Que responda a estandares internacionales. Aprobado por ANMAT. Modelo: Monoclonal Variedad: Anti - N, monoclonal ;1;UNIDAD;21000;ARS;21000
416-0431-CME23;ANTI-GLOBULINA HUMANA (COOMBS), ETC.- CONTRATACION MENOR 38071. ABASTECIMIENTO 12 MESES; Otros no especificados precedentemente-;active;CABA-UE-416 ;ARS;20000;HTAL. CARLOS G. DURAND;direct;CONTRATACION MENOR;works;Salud;2023-02-24T15:00:00-03:00;2023-03-03T13:00:00-03:00;7;2023-02-24T14:30:00-03:00;2023-03-06T13:00:00-03:00;9;FALSO;FALSO;es;33.07.003.0509.135-0;SUERO HEMOTIPIFICADOR ANTI - S Para Test de Coombs Indirecto. Aprobado por ANMAT. Modelo: Origen: humano Variedad: Anti - S  de origen humano ;1;UNIDAD;20000;ARS;20000
416-0431-CME23;ANTI-GLOBULINA HUMANA (COOMBS), ETC.- CONTRATACION MENOR 38071. ABASTECIMIENTO 12 MESES; Otros no especificados precedentemente-;active;CABA-UE-416 ;ARS;34000;HTAL. CARLOS G. DURAND;direct;CONTRATACION MENOR;works;Salud;2023-02-24T15:00:00-03:00;2023-03-03T13:00:00-03:00;7;2023-02-24T14:30:00-03:00;2023-03-06T13:00:00-03:00;9;FALSO;FALSO;es;33.07.003.0509.138-0;SUERO HEMOTIPIFICADOR ANTI - s Para Test de Coombs Indirecto. Aprobado por ANMAT. Modelo: Origen: humano. Variedad: Anti - s de origen humano ;1;UNIDAD;34000;ARS;34000
416-0431-CME23;ANTI-GLOBULINA HUMANA (COOMBS), ETC.- CONTRATACION MENOR 38071. ABASTECIMIENTO 12 MESES; Otros no especificados precedentemente-;active;CABA-UE-416 ;ARS;24000;HTAL. CARLOS G. DURAND;direct;CONTRATACION MENOR;works;Salud;2023-02-24T15:00:00-03:00;2023-03-03T13:00:00-03:00;7;2023-02-24T14:30:00-03:00;2023-03-06T13:00:00-03:00;9;FALSO;FALSO;es;33.07.003.0509.126-0;SUERO HEMOTIPIFICADOR ANTI - P1 Para uso en tubo. Que responda a estandares internacionales. Aprobado por ANMAT. Modelo: Monoclonal Variedad: Anti - P1, monoclonal ;1;UNIDAD;24000;ARS;24000
416-0431-CME23;ANTI-GLOBULINA HUMANA (COOMBS), ETC.- CONTRATACION MENOR 38071. ABASTECIMIENTO 12 MESES; Útiles menores médicos, quirúrgicos y de laboratorio-;active;CABA-UE-416 ;ARS;116000;HTAL. CARLOS G. DURAND;direct;CONTRATACION MENOR;works;Salud;2023-02-24T15:00:00-03:00;2023-03-03T13:00:00-03:00;7;2023-02-24T14:30:00-03:00;2023-03-06T13:00:00-03:00;9;FALSO;FALSO;es;33.07.004.0021.1-0;EQUIPO PARA ELUCION ACIDA DE Ac    Modelo: Para glóbulos rojos intactos ;2;UNIDAD;58000;ARS;116000
416-0431-CME23;ANTI-GLOBULINA HUMANA (COOMBS), ETC.- CONTRATACION MENOR 38071. ABASTECIMIENTO 12 MESES; Otros no especificados precedentemente-;active;CABA-UE-416 ;ARS;1;HTAL. CARLOS G. DURAND;direct;CONTRATACION MENOR;works;Salud;2023-02-24T15:00:00-03:00;2023-03-03T13:00:00-03:00;7;2023-02-24T14:30:00-03:00;2023-03-06T13:00:00-03:00;9;FALSO;FALSO;es;33.07.003.0509.95-0;SUERO HEMOTIPIFICADOR ANTI - Kpa (PENNEY) Para Test de Coombs Indirecto. Aprobado por ANMAT.   Modelo: Origen: humano Variedad: Anti - Kpa (Penney) de origen humano ;1;UNIDAD;1;ARS;1
416-0431-CME23;ANTI-GLOBULINA HUMANA (COOMBS), ETC.- CONTRATACION MENOR 38071. ABASTECIMIENTO 12 MESES; Otros no especificados precedentemente-;active;CABA-UE-416 ;ARS;19000;HTAL. CARLOS G. DURAND;direct;CONTRATACION MENOR;works;Salud;2023-02-24T15:00:00-03:00;2023-03-03T13:00:00-03:00;7;2023-02-24T14:30:00-03:00;2023-03-06T13:00:00-03:00;9;FALSO;FALSO;es;33.07.003.0169.1-0;ANTI INMUNOGLOBULINA C3D (IgC3D)Caracteristica/s Suero monoclonal, según Coombs ;1;Unidad;19000;ARS;19000
416-0431-CME23;ANTI-GLOBULINA HUMANA (COOMBS), ETC.- CONTRATACION MENOR 38071. ABASTECIMIENTO 12 MESES; Otros no especificados precedentemente-;active;CABA-UE-416 ;ARS;31200;HTAL. CARLOS G. DURAND;direct;CONTRATACION MENOR;works;Salud;2023-02-24T15:00:00-03:00;2023-03-03T13:00:00-03:00;7;2023-02-24T14:30:00-03:00;2023-03-06T13:00:00-03:00;9;FALSO;FALSO;es;33.07.003.0506.2-0;LISS Aprobado por ANMAT.   Modelo: Solución Salina de Baja Fuerza Iónica, para preparación de suspensiones eritrocitarias ;4;UNIDAD;7800;ARS;31200
416-0431-CME23;ANTI-GLOBULINA HUMANA (COOMBS), ETC.- CONTRATACION MENOR 38071. ABASTECIMIENTO 12 MESES; Otros no especificados precedentemente-;active;CABA-UE-416 ;ARS;45000;HTAL. CARLOS G. DURAND;direct;CONTRATACION MENOR;works;Salud;2023-02-24T15:00:00-03:00;2023-03-03T13:00:00-03:00;7;2023-02-24T14:30:00-03:00;2023-03-06T13:00:00-03:00;9;FALSO;FALSO;es;33.07.003.0509.13-0;SUERO HEMOTIPIFICADOR ANTI - AB Para prueba en lámina y tubo.Para diagnóstico inmunohematolódico ,que responda a estandares internacionales, Aaprobado por ANMAT   Modelo: De origen policlonal humano Variedad: Anti - AB, de origen policlonal humano ;50;UNIDAD;900;ARS;45000
416-0431-CME23;ANTI-GLOBULINA HUMANA (COOMBS), ETC.- CONTRATACION MENOR 38071. ABASTECIMIENTO 12 MESES; Otros no especificados precedentemente-;active;CABA-UE-416 ;ARS;72000;HTAL. CARLOS G. DURAND;direct;CONTRATACION MENOR;works;Salud;2023-02-24T15:00:00-03:00;2023-03-03T13:00:00-03:00;7;2023-02-24T14:30:00-03:00;2023-03-06T13:00:00-03:00;9;FALSO;FALSO;es;33.07.003.0509.9-0;SUERO HEMOTIPIFICADOR ANTI - A Para prueba en lámina y tubo. Para diagnóstico inmunohematológico ,que responda a estandares internacionales, aprobado por ANMAT   Modelo: De origen monoclonal Murino Variedad: Anti - A, de origen monoclonal Murino ;80;UNIDAD;900;ARS;72000
416-0431-CME23;ANTI-GLOBULINA HUMANA (COOMBS), ETC.- CONTRATACION MENOR 38071. ABASTECIMIENTO 12 MESES; Otros no especificados precedentemente-;active;CABA-UE-416 ;ARS;72000;HTAL. CARLOS G. DURAND;direct;CONTRATACION MENOR;works;Salud;2023-02-24T15:00:00-03:00;2023-03-03T13:00:00-03:00;7;2023-02-24T14:30:00-03:00;2023-03-06T13:00:00-03:00;9;FALSO;FALSO;es;33.07.003.0509.15-0;SUERO HEMOTIPIFICADOR ANTI - B Para prueba en lámina y tubo.Para diagnóstico inmunohematológico ,que responda a estandares internacionales, aprobado por ANMAT   Modelo: De origen monoclonal Murino Variedad: Anti - B, de origen monoclonal Murino ;80;UNIDAD;900;ARS;72000
416-0431-CME23;ANTI-GLOBULINA HUMANA (COOMBS), ETC.- CONTRATACION MENOR 38071. ABASTECIMIENTO 12 MESES; Otros no especificados precedentemente-;active;CABA-UE-416 ;ARS;76000;HTAL. CARLOS G. DURAND;direct;CONTRATACION MENOR;works;Salud;2023-02-24T15:00:00-03:00;2023-03-03T13:00:00-03:00;7;2023-02-24T14:30:00-03:00;2023-03-06T13:00:00-03:00;9;FALSO;FALSO;es;33.07.003.0509.43-0;SUERO HEMOTIPIFICADOR ANTI - D Para prueba en lámina y tubo, con anticuerpos de por lo menos 2 clones diferentes y con reconocimiento de la especificidad DVI, apto para prueba indirecta de Coombs (Du). Para uso inmunohematológico, que responda a estandares internacionales.  Aprobado por ANMAT.   Modelo: Mezcla (Blend) de origen monoclonal Variedad: Anti - D, mezcla (Blend) de origen monoclonal. Para prueba en lámina y tubo. Para uso inmunohematológico ;50;UNIDAD;1520;ARS;76000
416-0431-CME23;ANTI-GLOBULINA HUMANA (COOMBS), ETC.- CONTRATACION MENOR 38071. ABASTECIMIENTO 12 MESES; Otros no especificados precedentemente-;active;CABA-UE-416 ;ARS;106350;HTAL. CARLOS G. DURAND;direct;CONTRATACION MENOR;works;Salud;2023-02-24T15:00:00-03:00;2023-03-03T13:00:00-03:00;7;2023-02-24T14:30:00-03:00;2023-03-06T13:00:00-03:00;9;FALSO;FALSO;es;33.07.003.0509.40-0;SUERO HEMOTIPIFICADOR ANTI - D Para prueba en lámina y tubo, con anticuerpos de por lo menos 2 clones diferentes (al menos uno de ellos IgM) y carente de reconocimiento de la especificidad DVI.Para uso inmunohematológico,que responda a estandares internacionales Aprobado por ANMAT.   Modelo: De origen monoclonal salino completo Variedad: Anti - D, de origen monoclonal salino completo. Para prueba en lámina y tubo. Para uso inmunohematológico ;50;UNIDAD;2127;ARS;106350
416-0458-CME23;PROTECTOR OCULAR PARA FOTOTERAPIA EN NEONATOS -CONTRATACION MENOR-PEDIDO 38070-ABASTECIMIENTO INMEDI; Prendas de vestir-;active;CABA-UE-416 ;ARS;200000;HTAL. CARLOS G. DURAND;direct;CONTRATACION MENOR;works;Salud;2023-02-28T16:00:00-03:00;2023-03-09T15:00:00-03:00;9;2023-02-28T15:30:00-03:00;2023-03-10T14:00:00-03:00;9;FALSO;FALSO;es;33.15.004.0023.2-0;PROTECTOR OCULAR PARA FOTOTERAPIA EN NEONATOS Fabricado en material libre de látex para minimizar la irritación de la piel. Diseñados en forma de Y ergonómica, con lengüetas de ajuste regulable.Con almohadilla interna para bloquear la luz únicamente a nivel ocular. Tamaño Normal de 30 a 38 cm  de circunferencia craneal. Aprobado por ANMAT Modelo: De 30 a 38 cm  de circunferencia craneal.;100;UNIDAD;2000;ARS;200000
416-0480-CME23;Servicio de Reparación Integral del Equipo p/Osmosis Inversa -Pedido 37759- Abastecimiento Inmediato; Mantenimiento y reparación de maquinaria y equipo-;active;CABA-UE-416 ;ARS;675000;HTAL. CARLOS G. DURAND;direct;CONTRATACION MENOR;works;Salud;2023-03-01T10:00:00-03:00;2023-03-07T10:00:00-03:00;6;2023-03-01T10:00:00-03:00;2023-03-07T10:00:00-03:00;6;FALSO;FALSO;es;33.14.002.0005.182-0;SERVICIO DE REPARACION INTEGRAL DE EQUIPO PARA OSMOSIS INVERSACaracteristica/s El servicio incluye mano de obra e insumos para su correcto funcionamiento Variedad/es Equipo para osmosis inversa Marca/s No Aplica Modelo/s No aplica ;1;Unidad;675000;ARS;675000
416-1493-CDI22;CERTIFICACION SISTEMA DE GESTION PED. 37683 (CON FIRMA IRAM) INMEDIATO; Servicios Especializados-;active;CABA-UE-416 ;ARS;1255000;HTAL. CARLOS G. DURAND;direct;CONTRATACION DIRECTA;services;Servicios;2023-01-06T15:00:00-03:00;2023-01-16T14:00:00-03:00;10;2023-01-06T14:30:00-03:00;2023-01-17T14:00:00-03:00;10;FALSO;FALSO;es;34.02.012.0004.1-0;CERTIFICACION DE SISTEMA DE GESTION Nota: el tipo de certificación y demás especificaciones deberá ser indicado por la repartición solicitante   Modelo: Deberá contemplar el respaldo en soporte físico para la Organización de lo mismos ;1;UNIDAD;1255000;ARS;1255000
417-0125-CDI23;Adquisición de Reactivos Tromboelastometría- con Préstamo Gratuito-Servicio de Hemoterapia.; Otros no especificados precedentemente-;active;CABA-UE-417 ;ARS;208107,9;HTAL. PEDRO DE ELIZALDE;direct;CONTRATACION DIRECTA;works;Salud;2023-02-10T08:00:00-03:00;2023-02-17T09:59:00-03:00;7;2023-02-09T11:01:00-03:00;2023-02-17T08:00:00-03:00;7;FALSO;FALSO;es;33.07.003.0309.3-0;PLASMA CONTROL PATOLOGICO . Modelo: Para coagulación ;3;UNIDAD;69369,3;ARS;208107,9
417-0125-CDI23;Adquisición de Reactivos Tromboelastometría- con Préstamo Gratuito-Servicio de Hemoterapia.; Otros no especificados precedentemente-;active;CABA-UE-417 ;ARS;208107,9;HTAL. PEDRO DE ELIZALDE;direct;CONTRATACION DIRECTA;works;Salud;2023-02-10T08:00:00-03:00;2023-02-17T09:59:00-03:00;7;2023-02-09T11:01:00-03:00;2023-02-17T08:00:00-03:00;7;FALSO;FALSO;es;33.07.003.0309.1-0;PLASMA CONTROL NORMAL . Modelo: Para coagulación ;3;UNIDAD;69369,3;ARS;208107,9
417-0125-CDI23;Adquisición de Reactivos Tromboelastometría- con Préstamo Gratuito-Servicio de Hemoterapia.; Otros no especificados precedentemente-;active;CABA-UE-417 ;ARS;4530807;HTAL. PEDRO DE ELIZALDE;direct;CONTRATACION DIRECTA;works;Salud;2023-02-10T08:00:00-03:00;2023-02-17T09:59:00-03:00;7;2023-02-09T11:01:00-03:00;2023-02-17T08:00:00-03:00;7;FALSO;FALSO;es;33.07.003.0705.1-0;DETERMINACION PARA HEMOSTASIA.  . Modelo: . ;180;Unidad;25171,15;ARS;4530807
417-0148-LPU23;Adquisición de Hemogranas- con préstamo gratuito- Servicio de Hemato-Oncología; Otros no especificados precedentemente-;unsuccessful;CABA-UE-417 ;ARS;4464900;HTAL. PEDRO DE ELIZALDE;open;LICITACION PUBLICA;works;Salud;2023-02-14T08:00:00-03:00;2023-02-22T09:59:00-03:00;8;2023-02-13T10:01:00-03:00;2023-02-14T16:00:00-03:00;1;FALSO;FALSO;es;33.07.003.0049.21-0;HEMOGRAMAS Velocidad de procesamiento menos o igual a 60 hemogramas/hora.  Tecnologías de medición: impedancia volumetrica y/o conductividad.   Demás especificaciones deberán ser indicadas por la repartición solicitante   Modelo: Comprende como mínimo los siguientes parámetros hematológicos:WBC,RBC,HGB,HCT,MCV,MCH,MCHC,RDW,PLT,MPV,PDW,  PCT,NEU%,NEU#,LIN%,LIN#,MED%,MED# Variedad: Parámetros WBC,RBC,HGB,HCT,MCV,MCH,MCHC,RDW,PLT,MPV,PDW,PCT,NEU%,NEU,LINF%,LIN,MED%,MED ;15000;UNIDAD;297,66;ARS;4464900
417-0262-CME23;Adquisición de Alcohol Etílico . División Farmacia; Otros no especificados precedentemente-;complete;CABA-UE-417 ;ARS;480000;HTAL. PEDRO DE ELIZALDE;direct;CONTRATACION MENOR;works;Salud;2023-02-07T08:00:00-03:00;2023-02-10T09:59:00-03:00;3;2023-02-06T13:20:00-03:00;2023-02-09T10:00:00-03:00;2;FALSO;FALSO;es;33.07.003.0001.4-0;ALCOHOL ETILICO . Modelo: Para análisis, absoluto ;60;Unidad;8000;ARS;480000
417-0262-CME23;Adquisición de Alcohol Etílico . División Farmacia; Otros no especificados precedentemente-;complete;CABA-UE-417 ;ARS;480000;HTAL. PEDRO DE ELIZALDE;direct;CONTRATACION MENOR;works;Salud;2023-02-07T08:00:00-03:00;2023-02-10T09:59:00-03:00;3;2023-02-06T13:20:00-03:00;2023-02-09T10:00:00-03:00;2;FALSO;FALSO;es;33.07.003.0001.4-0;ALCOHOL ETILICO . Modelo: Para análisis, absoluto ;60;Unidad;8000;ARS;480000
417-0263-CME23;Adquisición de Cefalosporina de 4º generación Pte. Plaini Isabella -Farmacia.; Productos farmacéuticos y medicinales-;complete;CABA-UE-417 ;ARS;900000;HTAL. PEDRO DE ELIZALDE;direct;CONTRATACION MENOR;works;Salud;2023-02-06T14:00:00-03:00;2023-02-09T09:59:00-03:00;3;2023-02-06T13:25:00-03:00;2023-02-08T08:00:00-03:00;1;FALSO;FALSO;es;33.10.002.0367.1-0;CEFALOSPORINA DE 4° GENERACION . Modelo: De 600 mg, en frasco ampolla ;60;Unidad;15000;ARS;900000
417-0263-CME23;Adquisición de Cefalosporina de 4º generación Pte. Plaini Isabella -Farmacia.; Productos farmacéuticos y medicinales-;complete;CABA-UE-417 ;ARS;900000;HTAL. PEDRO DE ELIZALDE;direct;CONTRATACION MENOR;works;Salud;2023-02-06T14:00:00-03:00;2023-02-09T09:59:00-03:00;3;2023-02-06T13:25:00-03:00;2023-02-08T08:00:00-03:00;1;FALSO;FALSO;es;33.10.002.0367.1-0;CEFALOSPORINA DE 4° GENERACION . Modelo: De 600 mg, en frasco ampolla ;60;Unidad;15000;ARS;900000
417-0269-CME23;Adquisición de insumos varios Pte. Caro Luis - Nefrologia.; Útiles menores médicos, quirúrgicos y de laboratorio-;active;CABA-UE-417 ;ARS;390000;HTAL. PEDRO DE ELIZALDE;direct;CONTRATACION MENOR;works;Salud;2023-02-08T08:00:00-03:00;2023-02-13T09:59:00-03:00;5;2023-02-07T09:51:00-03:00;2023-02-13T08:30:00-03:00;5;FALSO;FALSO;es;33.01.002.0344.12-0;BOLSA PARA CICLADORA PARA DIALISIS PERITONEAL AUTOMATIZADA BOLSA PARA CICLADORA PARA DIALISIS PERITONEAL AUTOMATIZADA Estéril, atóxica y apiretógena Modelo: Bolsa de dianeal para conexión de sistema spike, de 6000 ml. Al 1,5%, 2,5% y/o 4,25% de dextrosa en volumenes: 1000 ml., 2000 ml y 2500 ml (a requerimiento de la adecuación médica), con concentración de Ca de 2,5 meq/l a 3,5 meq/l ;150;Unidad;2600;ARS;390000
417-0269-CME23;Adquisición de insumos varios Pte. Caro Luis - Nefrologia.; Útiles menores médicos, quirúrgicos y de laboratorio-;active;CABA-UE-417 ;ARS;390000;HTAL. PEDRO DE ELIZALDE;direct;CONTRATACION MENOR;works;Salud;2023-02-08T08:00:00-03:00;2023-02-13T09:59:00-03:00;5;2023-02-07T09:51:00-03:00;2023-02-13T08:30:00-03:00;5;FALSO;FALSO;es;33.01.002.0344.12-0;BOLSA PARA CICLADORA PARA DIALISIS PERITONEAL AUTOMATIZADA BOLSA PARA CICLADORA PARA DIALISIS PERITONEAL AUTOMATIZADA Estéril, atóxica y apiretógena Modelo: Bolsa de dianeal para conexión de sistema spike, de 6000 ml. Al 1,5%, 2,5% y/o 4,25% de dextrosa en volumenes: 1000 ml., 2000 ml y 2500 ml (a requerimiento de la adecuación médica), con concentración de Ca de 2,5 meq/l a 3,5 meq/l ;150;Unidad;2600;ARS;390000
417-0269-CME23;Adquisición de insumos varios Pte. Caro Luis - Nefrologia.; Útiles menores médicos, quirúrgicos y de laboratorio-;active;CABA-UE-417 ;ARS;30000;HTAL. PEDRO DE ELIZALDE;direct;CONTRATACION MENOR;works;Salud;2023-02-08T08:00:00-03:00;2023-02-13T09:59:00-03:00;5;2023-02-07T09:51:00-03:00;2023-02-13T08:30:00-03:00;5;FALSO;FALSO;es;33.02.002.0030.14-0;TAPON    Modelo: De plástico Variedad: De plástico ;150;UNIDAD;200;ARS;30000
417-0269-CME23;Adquisición de insumos varios Pte. Caro Luis - Nefrologia.; Útiles menores médicos, quirúrgicos y de laboratorio-;active;CABA-UE-417 ;ARS;540000;HTAL. PEDRO DE ELIZALDE;direct;CONTRATACION MENOR;works;Salud;2023-02-08T08:00:00-03:00;2023-02-13T09:59:00-03:00;5;2023-02-07T09:51:00-03:00;2023-02-13T08:30:00-03:00;5;FALSO;FALSO;es;33.01.002.0508.1-0;TUBULADURA PARA DIALISIS PERITONEAL AMBULATORIA;150;Unidad;3600;ARS;540000
417-0271-CME23;Adquisición de Botón Gastrico . Paciente Rios Angeles; Útiles menores médicos, quirúrgicos y de laboratorio-;complete;CABA-UE-417 ;ARS;45000;HTAL. PEDRO DE ELIZALDE;direct;CONTRATACION MENOR;works;Salud;2023-02-10T08:00:00-03:00;2023-02-14T09:59:00-03:00;4;2023-02-09T12:31:00-03:00;2023-02-14T08:30:00-03:00;4;FALSO;FALSO;es;33.01.002.0416.2-0;BOTON PARA GASTROTOMIA . Modelo: De 24 Fr (French) x 2,4 cm, elaborado en elastómero de silicona, con válvula antirreflujo. Con set de colocación y set de descompresión. Descarteble, estéril, atóxico y apirogénico. En envase individual ;1;UNIDAD;45000;ARS;45000
417-0271-CME23;Adquisición de Botón Gastrico . Paciente Rios Angeles; Útiles menores médicos, quirúrgicos y de laboratorio-;complete;CABA-UE-417 ;ARS;45000;HTAL. PEDRO DE ELIZALDE;direct;CONTRATACION MENOR;works;Salud;2023-02-10T08:00:00-03:00;2023-02-14T09:59:00-03:00;4;2023-02-09T12:31:00-03:00;2023-02-14T08:30:00-03:00;4;FALSO;FALSO;es;33.01.002.0416.2-0;BOTON PARA GASTROTOMIA . Modelo: De 24 Fr (French) x 2,4 cm, elaborado en elastómero de silicona, con válvula antirreflujo. Con set de colocación y set de descompresión. Descarteble, estéril, atóxico y apirogénico. En envase individual ;1;UNIDAD;45000;ARS;45000
417-0272-CME23;Adquisición  de Audífonos . Paciente Insaurralde Kiara . Otorrinolaringología; Útiles menores médicos, quirúrgicos y de laboratorio-;unsuccessful;CABA-UE-417 ;ARS;2000;HTAL. PEDRO DE ELIZALDE;direct;CONTRATACION MENOR;works;Salud;2023-02-08T08:00:00-03:00;2023-02-15T09:59:00-03:00;7;2023-02-07T10:16:00-03:00;2023-02-15T08:30:00-03:00;7;FALSO;FALSO;es;33.01.002.0431.1-0;AUDIFONO RETROAURICULAR;2;Unidad;1000;ARS;2000
